service_id,date,exception_type
"SUNDAY","20130101",1
"SUNDAY","20130527",1
"SUNDAY","20130704",1
"SUNDAY","20130902",1
"SUNDAY","20131111",1
"SUNDAY","20131128",1
"SUNDAY","20131129",1
"SUNDAY","20131225",1
"WEEKDAY","20130101",2
"WEEKDAY","20130527",2
"WEEKDAY","20130704",2
"WEEKDAY","20130902",2
"WEEKDAY","20131111",2
"WEEKDAY","20131128",2
"WEEKDAY","20131129",2
"WEEKDAY","20131225",2
