ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",54528,10389,"Census Tract 123.20, Thurston County, WA","14000US53067012320"
2015,"2015",0,"Total",55101,10817,"Census Tract 116.21, Thurston County, WA","14000US53067011621"
2015,"2015",0,"Total",91712,10288,"Census Tract 120, Thurston County, WA","14000US53067012000"
2014,"2014",0,"Total",56498,8102,"Census Tract 124.12, Thurston County, WA","14000US53067012412"
2014,"2014",0,"Total",87989,9529,"Census Tract 120, Thurston County, WA","14000US53067012000"
2014,"2014",0,"Total",79271,7261.999999999999,"Census Tract 119, Thurston County, WA","14000US53067011900"
2014,"2014",0,"Total",69185,9693,"Census Tract 102, Thurston County, WA","14000US53067010200"
2014,"2014",0,"Total",85014,6361,"Census Tract 121, Thurston County, WA","14000US53067012100"
2014,"2014",0,"Total",55823,3731,"Census Tract 127.30, Thurston County, WA","14000US53067012730"
2014,"2014",0,"Total",76741,13825.999999999998,"Census Tract 118.22, Thurston County, WA","14000US53067011822"
2014,"2014",0,"Total",54112,6505,"Census Tract 103, Thurston County, WA","14000US53067010300"
2014,"2014",0,"Total",58314,10297,"Census Tract 127.20, Thurston County, WA","14000US53067012720"
2014,"2014",0,"Total",80282,18922,"Census Tract 122.11, Thurston County, WA","14000US53067012211"
2014,"2014",0,"Total",58813,11185,"Census Tract 118.21, Thurston County, WA","14000US53067011821"
2014,"2014",0,"Total",74167,9789,"Census Tract 104, Thurston County, WA","14000US53067010400"
2014,"2014",0,"Total",87941,10152,"Census Tract 118.10, Thurston County, WA","14000US53067011810"
2014,"2014",0,"Total",35455,10060,"Census Tract 105.10, Thurston County, WA","14000US53067010510"
2014,"2014",0,"Total",46136,3600.9999999999995,"Census Tract 122.12, Thurston County, WA","14000US53067012212"
2014,"2014",0,"Total",68621,21236,"Census Tract 127.10, Thurston County, WA","14000US53067012710"
2014,"2014",0,"Total",33625,5116,"Census Tract 101, Thurston County, WA","14000US53067010100"
2014,"2014",0,"Total",76471,10275,"Census Tract 117.20, Thurston County, WA","14000US53067011720"
2014,"2014",0,"Total",42825,5743,"Census Tract 105.20, Thurston County, WA","14000US53067010520"
2014,"2014",0,"Total",88816,10479,"Census Tract 122.21, Thurston County, WA","14000US53067012221"
2014,"2014",0,"Total",48313,8514,"Census Tract 126.20, Thurston County, WA","14000US53067012620"
2014,"2014",0,"Total",85230,5995,"Census Tract 117.10, Thurston County, WA","14000US53067011710"
2014,"2014",0,"Total",45016,10117,"Census Tract 106, Thurston County, WA","14000US53067010600"
2014,"2014",0,"Total",82156,6137,"Census Tract 107, Thurston County, WA","14000US53067010700"
2014,"2014",0,"Total",79345,5000,"Census Tract 122.22, Thurston County, WA","14000US53067012222"
2014,"2014",0,"Total",73079,10998,"Census Tract 116.24, Thurston County, WA","14000US53067011624"
2014,"2014",0,"Total",75556,16035,"Census Tract 126.10, Thurston County, WA","14000US53067012610"
2014,"2014",0,"Total",62616,9817,"Census Tract 116.23, Thurston County, WA","14000US53067011623"
2014,"2014",0,"Total",57336,7846,"Census Tract 108, Thurston County, WA","14000US53067010800"
2014,"2014",0,"Total",73172,3855.0000000000005,"Census Tract 123.10, Thurston County, WA","14000US53067012310"
2014,"2014",0,"Total",73241,8143,"Census Tract 125.30, Thurston County, WA","14000US53067012530"
2014,"2014",0,"Total",55500,13745.000000000002,"Census Tract 116.22, Thurston County, WA","14000US53067011622"
2014,"2014",0,"Total",68303,7473.000000000001,"Census Tract 109.10, Thurston County, WA","14000US53067010910"
2014,"2014",0,"Total",50385,7341.000000000001,"Census Tract 109.20, Thurston County, WA","14000US53067010920"
2014,"2014",0,"Total",54653,6902,"Census Tract 123.20, Thurston County, WA","14000US53067012320"
2014,"2014",0,"Total",50020,10270,"Census Tract 116.21, Thurston County, WA","14000US53067011621"
2014,"2014",0,"Total",52688,8774,"Census Tract 125.20, Thurston County, WA","14000US53067012520"
2014,"2014",0,"Total",78310,10760,"Census Tract 116.10, Thurston County, WA","14000US53067011610"
2014,"2014",0,"Total",63770,7116,"Census Tract 110, Thurston County, WA","14000US53067011000"
2014,"2014",0,"Total",58842,9442,"Census Tract 123.30, Thurston County, WA","14000US53067012330"
2014,"2014",0,"Total",60931,8444,"Census Tract 125.10, Thurston County, WA","14000US53067012510"
2014,"2014",0,"Total",53082,4366,"Census Tract 115, Thurston County, WA","14000US53067011500"
2014,"2014",0,"Total",71599,10615,"Census Tract 111, Thurston County, WA","14000US53067011100"
2014,"2014",0,"Total",33068,8888,"Census Tract 112, Thurston County, WA","14000US53067011200"
2014,"2014",0,"Total",46278,9789,"Census Tract 124.11, Thurston County, WA","14000US53067012411"
2014,"2014",0,"Total",64810,4868,"Census Tract 114.20, Thurston County, WA","14000US53067011420"
2014,"2014",0,"Total",77569,8173,"Census Tract 124.20, Thurston County, WA","14000US53067012420"
2014,"2014",0,"Total",56786,5093,"Census Tract 114.10, Thurston County, WA","14000US53067011410"
2014,"2014",0,"Total",54327,6072,"Census Tract 113, Thurston County, WA","14000US53067011300"
2013,"2013",0,"Total",70958,11511,"Census Tract 126.10, Thurston County, WA","14000US53067012610"
2013,"2013",0,"Total",82972,6802,"Census Tract 120, Thurston County, WA","14000US53067012000"
2013,"2013",0,"Total",59479,12505,"Census Tract 124.12, Thurston County, WA","14000US53067012412"
2013,"2013",0,"Total",48324,10636,"Census Tract 113, Thurston County, WA","14000US53067011300"
2013,"2013",0,"Total",78798,11539,"Census Tract 124.20, Thurston County, WA","14000US53067012420"
2013,"2013",0,"Total",62714,5217,"Census Tract 114.20, Thurston County, WA","14000US53067011420"
2013,"2013",0,"Total",47568,7048,"Census Tract 124.11, Thurston County, WA","14000US53067012411"
2013,"2013",0,"Total",32043,5949,"Census Tract 112, Thurston County, WA","14000US53067011200"
2013,"2013",0,"Total",51894,10099,"Census Tract 115, Thurston County, WA","14000US53067011500"
2013,"2013",0,"Total",61940,11462,"Census Tract 125.10, Thurston County, WA","14000US53067012510"
2013,"2013",0,"Total",74479,9320,"Census Tract 116.10, Thurston County, WA","14000US53067011610"
2013,"2013",0,"Total",67868,10628,"Census Tract 111, Thurston County, WA","14000US53067011100"
2013,"2013",0,"Total",58082,7692.999999999999,"Census Tract 123.30, Thurston County, WA","14000US53067012330"
2013,"2013",0,"Total",64288,7912.000000000001,"Census Tract 110, Thurston County, WA","14000US53067011000"
2013,"2013",0,"Total",52028,9355,"Census Tract 125.20, Thurston County, WA","14000US53067012520"
2013,"2013",0,"Total",58935,3975,"Census Tract 116.21, Thurston County, WA","14000US53067011621"
2013,"2013",0,"Total",62500,11685,"Census Tract 123.20, Thurston County, WA","14000US53067012320"
2013,"2013",0,"Total",55764,7914,"Census Tract 109.20, Thurston County, WA","14000US53067010920"
2013,"2013",0,"Total",57295,7594,"Census Tract 116.22, Thurston County, WA","14000US53067011622"
2013,"2013",0,"Total",71008,3843.9999999999995,"Census Tract 125.30, Thurston County, WA","14000US53067012530"
2013,"2013",0,"Total",62816,8539,"Census Tract 116.23, Thurston County, WA","14000US53067011623"
2013,"2013",0,"Total",66685,6174,"Census Tract 109.10, Thurston County, WA","14000US53067010910"
2013,"2013",0,"Total",74906,6115,"Census Tract 123.10, Thurston County, WA","14000US53067012310"
2013,"2013",0,"Total",56236,9981,"Census Tract 108, Thurston County, WA","14000US53067010800"
2013,"2013",0,"Total",56967,5339,"Census Tract 114.10, Thurston County, WA","14000US53067011410"
2013,"2013",0,"Total",73804,13339,"Census Tract 116.24, Thurston County, WA","14000US53067011624"
2013,"2013",0,"Total",81372,5022,"Census Tract 122.22, Thurston County, WA","14000US53067012222"
2013,"2013",0,"Total",86902,9061,"Census Tract 107, Thurston County, WA","14000US53067010700"
2013,"2013",0,"Total",84798,4025,"Census Tract 117.10, Thurston County, WA","14000US53067011710"
2013,"2013",0,"Total",48457,8469,"Census Tract 126.20, Thurston County, WA","14000US53067012620"
2013,"2013",0,"Total",81336,13640.999999999998,"Census Tract 117.20, Thurston County, WA","14000US53067011720"
2013,"2013",0,"Total",43750,9326,"Census Tract 106, Thurston County, WA","14000US53067010600"
2013,"2013",0,"Total",85375,8041,"Census Tract 122.21, Thurston County, WA","14000US53067012221"
