service_id,date,exception_type
SP_SNDR_HOL,20171124,1
SP_SNDR_SEA,20171217,1
SP_SNDR_SEA,20171231,1
SU,20171123,1
SU,20171225,1
SU,20180101,1
SU,20180115,1
SU,20180219,1
WD_SNDR,20171123,2
WD_SNDR,20171124,2
WD_SNDR,20171225,2
WD_SNDR,20180101,2
WD_TL,20171123,2
WD_TL,20171225,2
WD_TL,20180101,2
WD_TL,20180115,2
WD_TL,20180219,2
